Datum,KielerWoche,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
2014-01-27,,2.0,228.4378109063,,,,
2014-01-28,,2.0,297.344059006804,,,,
2014-01-29,,2.0,230.305934307389,,,,
2014-01-30,,2.0,268.187299324192,,,,
2014-01-31,,2.0,286.654898966864,,,,
2014-02-01,,2.0,363.477743653721,,,,
2014-02-02,,2.0,556.341089710331,,,,
2014-02-03,,2.0,348.771730579887,,,,
2014-02-04,,2.0,260.453691923776,,,,
2014-02-05,,2.0,303.821114890027,,,,
2014-02-06,,2.0,281.271370841592,,,,
2014-02-07,,2.0,277.116052767499,,,,
2014-02-08,,2.0,444.88120408508,,,,
2014-02-09,,2.0,569.839111992589,,,,
2014-02-10,,2.0,289.527230880774,,,,
2014-02-11,,2.0,316.588828519672,,,,
2014-02-12,,2.0,304.004411606266,,,,
2014-02-13,,2.0,299.888751175176,,,,
2014-02-14,,2.0,313.418025928576,,,,
2014-02-15,,2.0,474.035638350371,,,,
2014-02-16,,2.0,642.255713146016,,,,
2014-02-17,,2.0,329.690366180098,,,,
2014-02-18,,2.0,275.501866816375,,,,
2014-02-19,,2.0,317.300543446827,,,,
2014-02-20,,2.0,332.24034886181,,,,
2014-02-21,,2.0,304.683845985775,,,,
2014-02-22,,2.0,501.288627565406,,,,
2014-02-23,,2.0,711.608645093162,,,,
2014-02-24,,2.0,278.245512066627,,,,
2014-02-25,,2.0,261.518665118435,,,,
2014-02-26,,2.0,311.376704215006,,,,
2014-02-27,,2.0,300.168385368184,,,,
2014-02-28,,2.0,304.253089953571,,,,
2014-03-01,,2.0,463.931706683171,,,,
2014-03-02,,2.0,613.772072740439,,,,
2014-03-03,,2.0,340.843721805049,,,,
2014-03-04,,2.0,322.507407389951,,,,
2014-03-05,,2.0,272.380162040079,,,,
2014-03-06,,2.0,296.782446572738,,,,
2014-03-07,,2.0,293.295574945633,,,,
2014-03-08,,2.0,478.500223651153,,,,
2014-03-09,,2.0,620.71339369779,,,,
2014-03-10,,2.0,317.378702108067,,,,
2014-03-11,,2.0,264.37746726286,,,,
2014-03-12,,2.0,275.552175296613,,,,
2014-03-13,,2.0,322.865434589691,,,,
2014-03-14,,2.0,309.267472114849,,,,
2014-03-15,,2.0,426.528946577857,,,,
2014-03-16,,2.0,427.380944455632,,,,
2014-03-17,,2.0,283.82852752228,,,,
2014-03-18,,2.0,286.018793506259,,,,
2014-03-19,,2.0,287.60155477635,,,,
2014-03-20,,2.0,297.335857719945,,,,
2014-03-21,,2.0,316.080628373637,,,,
2014-03-22,,2.0,497.958416841062,,,,
2014-03-23,,2.0,492.856825031606,,,,
2014-03-24,,2.0,326.267041619462,,,,
2014-03-25,,2.0,327.070593673512,,,,
2014-03-26,,2.0,316.014621957881,,,,
2014-03-27,,2.0,384.826956477695,,,,
2014-03-28,,2.0,373.193892353262,,,,
2014-03-29,,2.0,600.636330304354,,,,
2014-03-30,,2.0,541.041022021925,,,,
2014-03-31,,2.0,340.519359885231,,,,
2014-04-01,,2.0,344.347041678838,,,,
2014-04-02,,2.0,357.401889148184,,,,
2014-04-03,,2.0,338.691456861455,,,,
2014-04-04,,2.0,348.498254975841,,,,
2014-04-05,,2.0,524.065479089145,,,,
2014-04-06,,2.0,577.282474747519,,,,
2014-04-07,,2.0,357.629946491513,,,,
2014-04-08,,2.0,353.523529645886,,,,
2014-04-09,,2.0,366.100231824073,,,,
2014-04-10,,2.0,362.307296259006,,,,
2014-04-11,,2.0,375.837949456716,,,,
2014-04-12,,2.0,574.526430697981,,,,
2014-04-13,,2.0,631.475800914064,,,,
2014-04-14,,2.0,407.696472609752,,,,
2014-04-15,,2.0,460.801074530961,,,,
2014-04-16,,2.0,439.876371928798,,,,
2014-04-17,,2.0,562.281813457354,,,,
2014-04-19,,2.0,701.506792782752,,,,
2014-04-20,,2.0,670.020496886695,,,,
2014-04-21,,2.0,683.784882752709,,,,
2014-04-22,,2.0,460.8751181337,,,,
2014-04-23,,2.0,465.58877492787,,,,
2014-04-24,,2.0,417.193979627359,,,,
2014-04-25,,2.0,456.429396514049,,,,
2014-04-26,,2.0,586.998427577162,,,,
2014-04-27,,2.0,584.577549685164,,,,
2014-04-28,,2.0,406.097160006948,,,,
2014-04-29,,2.0,426.634045431234,,,,
2014-04-30,,2.0,440.782783930678,,,,
2014-05-02,,2.0,506.773609930646,,,,
2014-05-05,,2.0,1203.43112985675,,,,
2014-05-06,,2.0,350.107434330692,,,,
2014-05-07,,2.0,315.890695137174,,,,
2014-05-08,,2.0,366.1450783331,,,,
2014-05-09,,2.0,324.860077549193,,,,
2014-05-10,,2.0,478.617066120892,,,,
2014-05-11,,2.0,460.682512294828,,,,
2014-05-12,,2.0,328.92733265268,,,,
2014-05-13,,2.0,297.999814467772,,,,
2014-05-14,,2.0,314.953597620915,,,,
2014-05-15,,2.0,352.418195482769,,,,
2014-05-16,,2.0,422.284930999887,,,,
2014-05-17,,2.0,507.850100762978,,,,
2014-05-18,,2.0,598.067011591372,,,,
2014-05-19,,2.0,385.830427464834,,,,
2014-05-20,,2.0,345.526173706413,,,,
2014-05-21,,2.0,356.727230834875,,,,
2014-05-22,,2.0,402.543178395128,,,,
2014-05-23,,2.0,410.166785875368,,,,
2014-05-24,,2.0,524.51228527573,,,,
2014-05-25,,2.0,597.047216641851,,,,
2014-05-26,,2.0,387.78920418638,,,,
2014-05-27,,2.0,424.223657962549,,,,
2014-05-28,,2.0,440.753384253967,,,,
2014-05-29,,2.0,670.064174060842,,,,
2014-05-30,,2.0,543.734282137968,,,,
2014-05-31,,2.0,616.245915538845,,,,
2014-06-01,,2.0,676.063588454464,,,,
2014-06-02,,2.0,441.052664780553,,,,
2014-06-03,,2.0,416.946808829077,,,,
2014-06-04,,2.0,415.711170989076,,,,
2014-06-05,,2.0,390.575773242664,,,,
2014-06-06,,2.0,428.95344334705,,,,
2014-06-07,,2.0,753.443538177679,,,,
2014-06-08,,2.0,681.186640749589,,,,
2014-06-09,,2.0,808.126780736088,,,,
2014-06-10,,2.0,481.25061409398,,,,
2014-06-11,,2.0,400.748048990214,,,,
2014-06-12,,2.0,430.923755250979,,,,
2014-06-13,,2.0,469.760139519046,,,,
2014-06-14,,2.0,564.16430206382,,,,
2014-06-15,,2.0,625.464619964173,,,,
2014-06-16,,2.0,433.505937817699,,,,
2014-06-17,,2.0,419.651602758868,,,,
2014-06-18,,2.0,432.574331239166,,,,
2014-06-19,,2.0,429.955728270914,,,,
2014-06-20,,2.0,554.710447078857,,,,
2014-06-21,,2.0,691.302129885254,,,,
2014-06-22,,2.0,687.127455430513,,,,
2014-06-23,,2.0,511.714043984716,,,,
2014-06-24,,2.0,508.608322070437,,,,
2014-06-25,,2.0,517.169259136224,,,,
2014-06-26,,2.0,583.733870024269,,,,
2014-06-27,,2.0,595.204307059367,,,,
2014-06-28,,2.0,861.858616856627,,,,
2014-06-29,,2.0,770.70069957598,,,,
2014-06-30,,2.0,465.370251192507,,,,
2014-07-01,,2.0,394.082975399495,,,,
2014-07-02,,2.0,409.989815931385,,,,
2014-07-03,,2.0,417.58250524734,,,,
2014-07-04,,2.0,438.323208441248,,,,
2014-07-05,,2.0,576.842941856878,,,,
2014-07-06,,2.0,538.601505202659,,,,
2014-07-07,,2.0,464.435046624119,,,,
2014-07-08,,2.0,497.86988009808,,,,
2014-07-09,,2.0,494.252899710859,,,,
2014-07-10,,2.0,531.353706005132,,,,
2014-07-11,,2.0,574.876667537715,,,,
2014-07-12,,2.0,668.279669936841,,,,
2014-07-13,,2.0,755.585190097404,,,,
2014-07-14,,2.0,549.516511042481,,,,
2014-07-15,,2.0,544.627684283587,,,,
2014-07-16,,2.0,558.201351317468,,,,
2014-07-17,,2.0,601.547500290008,,,,
2014-07-18,,2.0,611.760795891468,,,,
2014-07-19,,2.0,758.007682186119,,,,
2014-07-20,,2.0,780.884234750352,,,,
2014-07-21,,2.0,603.860645292956,,,,
2014-07-22,,2.0,613.026582121477,,,,
2014-07-23,,2.0,588.604501791308,,,,
2014-07-24,,2.0,571.880975843334,,,,
2014-07-25,,2.0,570.629898893856,,,,
2014-07-26,,2.0,685.499474554993,,,,
2014-07-27,,2.0,782.178370436687,,,,
2014-07-28,,2.0,630.170881828104,,,,
2014-07-29,,2.0,613.206800202833,,,,
2014-07-30,,2.0,621.013463682731,,,,
2014-07-31,,2.0,600.50135887024,,,,
2014-08-01,,2.0,607.946169858661,,,,
2014-08-02,,2.0,792.653007246797,,,,
2014-08-03,,2.0,771.25128183175,,,,
2014-08-04,,2.0,698.072698306791,,,,
2014-08-05,,2.0,686.651118672334,,,,
2014-08-06,,2.0,716.477063899978,,,,
2014-08-07,,2.0,716.105540961349,,,,
2014-08-08,,2.0,758.990490310671,,,,
2014-08-09,,2.0,874.906746085002,,,,
2014-08-10,,2.0,745.259273774263,,,,
2014-08-11,,2.0,653.868277321944,,,,
2014-08-12,,2.0,664.240810149929,,,,
2014-08-13,,2.0,677.282564266312,,,,
2014-08-14,,2.0,678.815717852276,,,,
2014-08-15,,2.0,693.284904927365,,,,
2014-08-16,,2.0,799.707903247338,,,,
2014-08-18,,2.0,764.810921387808,,,,
2014-08-19,,2.0,628.966445772187,,,,
2014-08-20,,2.0,643.938175647555,,,,
2014-08-21,,2.0,619.405496973352,,,,
2014-08-22,,2.0,648.097075152002,,,,
2014-08-23,,2.0,811.164148879375,,,,
2014-08-24,,2.0,861.503164156281,,,,
2014-08-25,,2.0,453.730646773893,,,,
2014-08-26,,2.0,468.647046949547,,,,
2014-08-27,,2.0,552.631235154782,,,,
2014-08-28,,2.0,531.716288092032,,,,
2014-08-29,,2.0,523.697281303577,,,,
2014-08-30,,2.0,663.358329683797,,,,
2014-08-31,,2.0,636.485647070072,,,,
2014-09-01,,2.0,482.354587353566,,,,
2014-09-02,,2.0,458.402237519055,,,,
2014-09-03,,2.0,472.100194205842,,,,
2014-09-04,,2.0,450.131647250312,,,,
2014-09-05,,2.0,486.120366811752,,,,
2014-09-06,,2.0,631.796059601553,,,,
2014-09-07,,2.0,611.729474874284,,,,
2014-09-08,,2.0,362.94350360382,,,,
2014-09-09,,2.0,417.309647321288,,,,
2014-09-10,,2.0,400.83119972293,,,,
2014-09-11,,2.0,438.949019339398,,,,
2014-09-12,,2.0,394.097063724273,,,,
2014-09-13,,2.0,579.441847231862,,,,
2014-09-14,,2.0,567.700325745729,,,,
2014-09-15,,2.0,329.771125793257,,,,
2014-09-16,,2.0,398.175977428321,,,,
2014-09-17,,2.0,397.847841818431,,,,
2014-09-18,,2.0,397.178925069403,,,,
2014-09-19,,2.0,402.244894589535,,,,
2014-09-20,,2.0,569.825965185954,,,,
2014-09-21,,2.0,602.711358590014,,,,
2014-09-22,,2.0,381.105485691034,,,,
2014-09-23,,2.0,395.311723669985,,,,
2014-09-24,,2.0,366.573708065858,,,,
2014-09-25,,2.0,354.840744536323,,,,
2014-09-26,,2.0,379.344936641425,,,,
2014-09-27,,2.0,474.89364807078,,,,
2014-09-28,,2.0,531.938294754594,,,,
2014-09-29,,2.0,383.189548824255,,,,
2014-09-30,,2.0,419.295409384144,,,,
2014-10-01,,2.0,416.001423907184,,,,
2014-10-02,,2.0,441.737318758307,,,,
2014-10-03,,2.0,707.739671966281,,,,
2014-10-04,,2.0,677.822064186239,,,,
2014-10-05,,2.0,773.738416673644,,,,
2014-10-06,,2.0,469.08880026482,,,,
2014-10-07,,2.0,484.578575879817,,,,
2014-10-08,,2.0,470.174747308647,,,,
2014-10-09,,2.0,487.357429909293,,,,
2014-10-10,,2.0,472.068957327064,,,,
2014-10-11,,2.0,570.933322929603,,,,
2014-10-12,,2.0,599.265107232525,,,,
2014-10-13,,2.0,451.010836320036,,,,
2014-10-14,,2.0,448.670332736577,,,,
2014-10-15,,2.0,512.13078238518,,,,
2014-10-16,,2.0,442.369110603724,,,,
2014-10-17,,2.0,466.802718980504,,,,
2014-10-18,,2.0,704.513358167715,,,,
2014-10-19,,2.0,641.165146886643,,,,
2014-10-20,,2.0,384.841833056267,,,,
2014-10-21,,2.0,407.362339131089,,,,
2014-10-22,,2.0,418.311469787191,,,,
2014-10-23,,2.0,445.284138246298,,,,
2014-10-24,,2.0,452.520410554465,,,,
2014-10-25,,2.0,546.509665264924,,,,
2014-10-26,,2.0,623.565486683245,,,,
2014-10-27,,2.0,408.229594124628,,,,
2014-10-28,,2.0,467.694413731179,,,,
2014-10-29,,2.0,411.213305357583,,,,
2014-10-30,,2.0,451.617664945835,,,,
2014-10-31,,2.0,404.579872169049,,,,
2014-11-01,,2.0,501.127170965679,,,,
2014-11-02,,2.0,643.077472226689,,,,
2014-11-03,,2.0,385.893487521255,,,,
2014-11-04,,2.0,341.433323177735,,,,
2014-11-05,,2.0,325.21061769105,,,,
2014-11-06,,2.0,367.7203968189,,,,
2014-11-07,,2.0,352.071739490799,,,,
2014-11-08,,2.0,521.988816053164,,,,
2014-11-09,,2.0,686.670651764737,,,,
2014-11-10,,2.0,316.334010323171,,,,
2014-11-11,,2.0,297.976942376189,,,,
2014-11-12,,2.0,341.294225591248,,,,
2014-11-13,,2.0,313.889092710271,,,,
2014-11-14,,2.0,333.817583254463,,,,
2014-11-15,,2.0,422.089000189331,,,,
2014-11-16,,2.0,657.334905297112,,,,
2014-11-17,,2.0,332.904975201731,,,,
2014-11-18,,2.0,263.379736825833,,,,
2014-11-19,,2.0,289.909258530776,,,,
2014-11-20,,2.0,281.963424468143,,,,
2014-11-21,,2.0,319.57590091164,,,,
2014-11-22,,2.0,453.568987542716,,,,
2014-11-23,,2.0,669.96766227908,,,,
2014-11-24,,2.0,308.910885833847,,,,
2014-11-25,,2.0,296.604331640713,,,,
2014-11-26,,2.0,289.631522698695,,,,
2014-11-27,,2.0,295.530738816532,,,,
2014-11-28,,2.0,304.300653670483,,,,
2014-11-29,,2.0,409.329550481107,,,,
2014-11-30,,2.0,663.600383039894,,,,
2014-12-01,,2.0,270.594408452574,,,,
2014-12-02,,2.0,275.978325664349,,,,
2014-12-03,,2.0,263.707717313025,,,,
2014-12-04,,2.0,277.730660490861,,,,
2014-12-05,,2.0,251.296113439956,,,,
2014-12-06,,2.0,425.235714224439,,,,
2014-12-07,,2.0,579.742464536357,,,,
2014-12-08,,2.0,256.596029206385,,,,
2014-12-09,,2.0,264.881624734699,,,,
2014-12-10,,2.0,252.699007927617,,,,
2014-12-11,,2.0,283.467086138155,,,,
2014-12-12,,2.0,236.144754325065,,,,
2014-12-13,,2.0,401.072721907004,,,,
2014-12-14,,2.0,588.469539344584,,,,
2014-12-15,,2.0,243.234625513043,,,,
2014-12-16,,2.0,280.87425993814,,,,
2014-12-17,,2.0,269.192321020123,,,,
2014-12-18,,2.0,303.352792801362,,,,
2014-12-19,,2.0,307.884791280942,,,,
2014-12-20,,2.0,384.797857820002,,,,
2014-12-21,,2.0,508.555021590987,,,,
2014-12-22,,2.0,320.634871026775,,,,
2014-12-23,,2.0,408.003200633712,,,,
2014-12-24,,2.0,477.653662285463,,,,
2014-12-27,,2.0,513.661678925283,,,,
2014-12-28,,2.0,623.538032623429,,,,
2014-12-29,,2.0,458.033861425878,,,,
2014-12-30,,2.0,581.740967169718,,,,
2014-12-31,,2.0,643.377780141136,,,,
2015-01-02,,2.0,512.177720196036,,,,
2015-01-03,,2.0,495.483686243828,,,,
2015-01-04,,2.0,652.43960117373,,,,
2015-01-05,,2.0,349.399884653548,,,,
2015-01-06,,2.0,310.462558578491,,,,
2015-01-07,,2.0,289.568739500106,,,,
2015-01-08,,2.0,313.907584824392,,,,
2015-01-09,,2.0,314.26237720896,,,,
2015-01-10,,2.0,349.344531472799,,,,
2015-01-11,,2.0,551.204782732623,,,,
2015-01-12,,2.0,254.720970873776,,,,
2015-01-13,,2.0,253.267146283048,,,,
2015-01-14,,2.0,229.38414618971,,,,
2015-01-15,,2.0,251.148387388712,,,,
2015-01-16,,2.0,314.442179091712,,,,
2015-01-17,,2.0,447.611692815639,,,,
2015-01-18,,2.0,615.895161452642,,,,
2015-01-19,,2.0,287.12848916472,,,,
2015-01-20,,2.0,297.627496877784,,,,
2015-01-21,,2.0,285.545986768458,,,,
2015-01-22,,2.0,265.194435459988,,,,
2015-01-23,,2.0,279.183609587953,,,,
2015-01-24,,2.0,415.166425975778,,,,
2015-01-25,,2.0,555.586060097281,,,,
2015-01-26,,2.0,285.783235454514,,,,
2015-01-27,,2.0,286.802025247007,,,,
2015-01-28,,2.0,318.608712118946,,,,
2015-01-29,,2.0,276.548941252601,,,,
2015-01-30,,2.0,315.018937970584,,,,
2015-01-31,,2.0,433.183884520481,,,,
2015-02-01,,2.0,633.309542257817,,,,
2015-02-02,,2.0,338.327210161774,,,,
2015-02-03,,2.0,258.959088520931,,,,
2015-02-04,,2.0,255.937860472559,,,,
2015-02-05,,2.0,277.511618112389,,,,
2015-02-06,,2.0,312.249043728816,,,,
2015-02-07,,2.0,381.572014473511,,,,
2015-02-08,,2.0,531.337730533032,,,,
2015-02-09,,2.0,281.177822022831,,,,
2015-02-10,,2.0,266.498461599989,,,,
2015-02-11,,2.0,283.832157618276,,,,
2015-02-12,,2.0,245.235034353123,,,,
2015-02-13,,2.0,250.608335314639,,,,
2015-02-14,,2.0,417.742376983156,,,,
2015-02-15,,2.0,481.860668097093,,,,
2015-02-16,,2.0,286.888417666815,,,,
2015-02-17,,2.0,262.907455009083,,,,
2015-02-18,,2.0,248.327220948223,,,,
2015-02-19,,2.0,284.788201346631,,,,
2015-02-20,,2.0,313.931874526489,,,,
2015-02-21,,2.0,389.388938515412,,,,
2015-02-22,,2.0,560.280256054484,,,,
2015-02-23,,2.0,222.509783508774,,,,
2015-02-24,,2.0,243.882700841609,,,,
2015-02-25,,2.0,247.265053559437,,,,
2015-02-26,,2.0,245.520846652551,,,,
2015-02-27,,2.0,268.705012903315,,,,
2015-02-28,,2.0,343.067931178869,,,,
2015-03-01,,2.0,435.076835491745,,,,
2015-03-02,,2.0,254.485164508834,,,,
2015-03-03,,2.0,270.361598110118,,,,
2015-03-04,,2.0,246.332586657334,,,,
2015-03-05,,2.0,275.116919242864,,,,
2015-03-06,,2.0,297.136244722274,,,,
2015-03-07,,2.0,371.471472262365,,,,
2015-03-08,,2.0,554.721366656377,,,,
2015-03-09,,2.0,280.114708230479,,,,
2015-03-10,,2.0,279.649961183193,,,,
2015-03-11,,2.0,274.719950167954,,,,
2015-03-12,,2.0,271.057968620896,,,,
2015-03-13,,2.0,263.861714656075,,,,
2015-03-14,,2.0,360.715430654047,,,,
2015-03-15,,2.0,461.035577320529,,,,
2015-03-16,,2.0,269.022901877525,,,,
2015-03-17,,2.0,296.541237199908,,,,
2015-03-18,,2.0,292.981913276133,,,,
2015-03-19,,2.0,267.179427626967,,,,
2015-03-20,,2.0,299.760479051294,,,,
2015-03-21,,2.0,383.085780794877,,,,
2015-03-22,,2.0,489.59934551007,,,,
2015-03-23,,2.0,292.836479169109,,,,
2015-03-24,,2.0,297.037588138176,,,,
2015-03-25,,2.0,335.007901867692,,,,
2015-03-26,,2.0,303.655812393538,,,,
2015-03-27,,2.0,320.938056470297,,,,
2015-03-28,,2.0,428.350102346051,,,,
2015-03-29,,2.0,489.846609636217,,,,
2015-03-30,,2.0,351.715484397675,,,,
2015-03-31,,2.0,339.71388362822,,,,
2015-04-01,,2.0,373.724177525822,,,,
2015-04-02,,2.0,525.476422474447,,,,
2015-04-04,,2.0,624.731396612574,,,,
2015-04-05,,2.0,713.240728417569,,,,
2015-04-06,,2.0,728.862922564967,,,,
2015-04-07,,2.0,402.937213841427,,,,
2015-04-08,,2.0,372.219387571259,,,,
2015-04-09,,2.0,368.140023251964,,,,
2015-04-10,,2.0,449.200853104077,,,,
2015-04-11,,2.0,435.937997165239,,,,
2015-04-12,,2.0,423.167305958991,,,,
2015-04-13,,2.0,286.808655322632,,,,
2015-04-14,,2.0,297.478196061337,,,,
2015-04-15,,2.0,284.427934541009,,,,
2015-04-16,,2.0,286.72764708972,,,,
2015-04-17,,2.0,314.997367966203,,,,
2015-04-18,,2.0,372.985639347608,,,,
2015-04-19,,2.0,419.373474076238,,,,
2015-04-20,,2.0,291.610305100325,,,,
2015-04-21,,2.0,262.312297451446,,,,
2015-04-22,,2.0,281.264299329947,,,,
2015-04-23,,2.0,316.964561244097,,,,
2015-04-24,,2.0,311.721136965455,,,,
2015-04-25,,2.0,450.922945775814,,,,
2015-04-26,,2.0,399.820571217996,,,,
2015-04-27,,2.0,291.752346251679,,,,
2015-04-28,,2.0,279.639574876652,,,,
2015-04-29,,2.0,335.699732620073,,,,
2015-04-30,,2.0,382.494805997457,,,,
2015-05-02,,2.0,569.854066374337,,,,
2015-05-03,,2.0,467.833386599369,,,,
2015-05-04,,2.0,340.579351605995,,,,
2015-05-05,,2.0,295.928590213682,,,,
2015-05-06,,2.0,326.950819224427,,,,
2015-05-07,,2.0,309.311901434242,,,,
2015-05-08,,2.0,326.333702093022,,,,
2015-05-09,,2.0,406.907398954341,,,,
2015-05-10,,2.0,492.010489698116,,,,
2015-05-11,,2.0,336.127629680071,,,,
2015-05-12,,2.0,327.092157926255,,,,
2015-05-13,,2.0,397.982340133214,,,,
2015-05-14,,2.0,490.915769119788,,,,
2015-05-15,,2.0,513.805644101383,,,,
2015-05-16,,2.0,555.445636645735,,,,
2015-05-17,,2.0,562.648232082731,,,,
2015-05-18,,2.0,328.913429566134,,,,
2015-05-19,,2.0,351.146415331786,,,,
2015-05-20,,2.0,356.207676664304,,,,
2015-05-21,,2.0,348.534145245022,,,,
2015-05-22,,2.0,374.702368065499,,,,
2015-05-23,,2.0,506.664209994684,,,,
2015-05-24,,2.0,602.379870231082,,,,
2015-05-25,,2.0,621.867778874006,,,,
2015-05-26,,2.0,381.669744982195,,,,
2015-05-27,,2.0,358.895155316917,,,,
2015-05-28,,2.0,340.514414991475,,,,
2015-05-29,,2.0,365.087905303626,,,,
2015-05-30,,2.0,456.734340691111,,,,
2015-05-31,,2.0,457.52825918325,,,,
2015-06-01,,2.0,335.912287877592,,,,
2015-06-02,,2.0,412.209593794446,,,,
2015-06-03,,2.0,350.831237309121,,,,
2015-06-04,,2.0,366.195368742098,,,,
2015-06-05,,2.0,418.393781746112,,,,
2015-06-06,,2.0,553.131050767354,,,,
2015-06-07,,2.0,527.885017948989,,,,
2015-06-08,,2.0,344.695569756106,,,,
2015-06-09,,2.0,315.123749367531,,,,
2015-06-10,,2.0,338.309487845224,,,,
2015-06-11,,2.0,357.852893336956,,,,
2015-06-12,,2.0,349.536158182539,,,,
2015-06-13,,2.0,559.888089847911,,,,
2015-06-14,,2.0,486.138237737853,,,,
2015-06-15,,2.0,350.589558421955,,,,
2015-06-16,,2.0,349.888222729503,,,,
2015-06-17,,2.0,380.305703300813,,,,
2015-06-18,,2.0,332.820567048363,,,,
2015-06-19,,2.0,346.690336157535,,,,
2015-06-20,,2.0,571.278131371528,,,,
2015-06-21,,2.0,553.599170821681,,,,
2015-06-22,,2.0,412.309330067662,,,,
2015-06-23,,2.0,423.1358501964,,,,
2015-06-24,,2.0,479.943327331225,,,,
2015-06-25,,2.0,484.513720535521,,,,
2015-06-26,,2.0,517.667163948615,,,,
2015-06-27,,2.0,708.700690129254,,,,
2015-06-28,,2.0,686.349904220686,,,,
2015-06-29,,2.0,455.623242772356,,,,
2015-06-30,,2.0,456.688693628606,,,,
2015-07-01,,2.0,430.397456895632,,,,
2015-07-02,,2.0,380.075233434005,,,,
2015-07-03,,2.0,432.888287340422,,,,
2015-07-04,,2.0,667.545326269141,,,,
2015-07-05,,2.0,571.220211930273,,,,
2015-07-06,,2.0,435.547290335414,,,,
2015-07-07,,2.0,424.75865459342,,,,
2015-07-08,,2.0,406.197372488758,,,,
2015-07-09,,2.0,400.061396607868,,,,
2015-07-10,,2.0,419.920725517909,,,,
2015-07-11,,2.0,579.775873809484,,,,
2015-07-12,,2.0,638.240827319641,,,,
2015-07-13,,2.0,484.644303422986,,,,
2015-07-14,,2.0,494.642623603643,,,,
2015-07-15,,2.0,517.878028741276,,,,
2015-07-16,,2.0,498.959441029325,,,,
2015-07-17,,2.0,533.38199646267,,,,
2015-07-18,,2.0,677.199908361688,,,,
2015-07-19,,2.0,713.948758860807,,,,
2015-07-20,,2.0,566.157537334118,,,,
2015-07-21,,2.0,556.009113808745,,,,
2015-07-22,,2.0,597.576041552763,,,,
2015-07-23,,2.0,600.414019091748,,,,
2015-07-24,,2.0,578.637666776062,,,,
2015-07-25,,2.0,672.206275477328,,,,
2015-07-26,,2.0,705.589263265344,,,,
2015-07-27,,2.0,596.420841559454,,,,
2015-07-28,,2.0,597.787732789746,,,,
2015-07-29,,2.0,579.295922313804,,,,
2015-07-30,,2.0,565.527307888753,,,,
2015-07-31,,2.0,642.086323539373,,,,
2015-08-01,,2.0,713.621778934724,,,,
2015-08-02,,2.0,781.185854004288,,,,
2015-08-03,,2.0,626.831725112069,,,,
2015-08-04,,2.0,601.373326416756,,,,
2015-08-05,,2.0,616.704465064561,,,,
2015-08-06,,2.0,637.800836478639,,,,
2015-08-07,,2.0,663.665647701062,,,,
2015-08-08,,2.0,708.839463184239,,,,
2015-08-09,,2.0,591.671146288595,,,,
2015-08-10,,2.0,594.76210118618,,,,
2015-08-11,,2.0,544.020362022611,,,,
2015-08-12,,2.0,545.01956668171,,,,
2015-08-13,,2.0,583.360345249005,,,,
2015-08-14,,2.0,554.667565714253,,,,
2015-08-15,,2.0,663.39667410597,,,,
2015-08-16,,2.0,590.489204564676,,,,
2015-08-17,,2.0,450.920128263096,,,,
2015-08-18,,2.0,523.448950264901,,,,
2015-08-19,,2.0,490.674067203851,,,,
2015-08-20,,2.0,504.081147710709,,,,
2015-08-21,,2.0,544.022008883632,,,,
2015-08-22,,2.0,702.931855454761,,,,
2015-08-23,,2.0,649.688467416964,,,,
2015-08-24,,2.0,452.009690636085,,,,
2015-08-25,,2.0,470.207032832021,,,,
2015-08-26,,2.0,455.605966636962,,,,
2015-08-27,,2.0,413.885988542687,,,,
2015-08-28,,2.0,476.398072412663,,,,
2015-08-29,,2.0,564.048419158283,,,,
2015-08-30,,2.0,539.736641041383,,,,
2015-08-31,,2.0,393.617421433248,,,,
2015-09-01,,2.0,341.592585917743,,,,
2015-09-02,,2.0,343.529213049574,,,,
2015-09-03,,2.0,364.2487486097,,,,
2015-09-04,,2.0,348.1661813862,,,,
2015-09-05,,2.0,489.485517572011,,,,
2015-09-06,,2.0,502.44714208799,,,,
2015-09-07,,2.0,394.644880949285,,,,
2015-09-08,,2.0,351.131949782145,,,,
2015-09-09,,2.0,376.926779721908,,,,
2015-09-10,,2.0,389.614304848778,,,,
2015-09-11,,2.0,370.834526663937,,,,
2015-09-12,,2.0,535.735851383828,,,,
2015-09-13,,2.0,500.251121182591,,,,
2015-09-14,,2.0,344.444831213055,,,,
2015-09-15,,2.0,393.952752737191,,,,
2015-09-16,,2.0,319.876606857062,,,,
2015-09-17,,2.0,339.29368224101,,,,
2015-09-18,,2.0,352.790180923934,,,,
2015-09-19,,2.0,489.258808159457,,,,
2015-09-20,,2.0,513.530323638994,,,,
2015-09-21,,2.0,341.999724265438,,,,
2015-09-22,,2.0,341.945995080269,,,,
2015-09-23,,2.0,330.659883041061,,,,
2015-09-24,,2.0,331.504415119153,,,,
2015-09-25,,2.0,345.480200670974,,,,
2015-09-26,,2.0,516.867082419223,,,,
2015-09-27,,2.0,474.080062196284,,,,
2015-09-28,,2.0,337.127014231803,,,,
2015-09-29,,2.0,331.727598762738,,,,
2015-09-30,,2.0,314.143853841003,,,,
2015-10-01,,2.0,335.045744545908,,,,
2015-10-02,,2.0,354.775507335419,,,,
2015-10-03,,2.0,473.947428461761,,,,
2015-10-04,,2.0,523.195446240805,,,,
